('1249', 'citrus fruit')
('2151', 'napkins')
('2151', 'pork')
('2510', 'soda')
('2510', 'house keeping products')
('2510', 'cling film/bags')
('2517', 'other vegetables')
('2517', 'salt')
('2794', 'sausage')
('3044', 'bottled beer')
('3044', 'root vegetables')
('3044', 'potato products')
('3527', 'canned vegetables')
('3560', 'other vegetables')
('3560', 'soda')
('3657', 'photo/film')
('3982', 'root vegetables')
('3982', 'salt')
('4085', 'newspapers')
('4326', 'root vegetables')
('4326', 'rolls/buns')
('4531', 'pork')
('4531', 'meat')
('4745', 'ham')
('4745', 'rolls/buns')
('4745', 'shopping bags')
('4766', 'specialty chocolate')
('1016', 'frankfurter')
('1016', 'oil')
('1017', 'soda')
('1017', 'shopping bags')
('1269', 'other vegetables')
('1269', 'whole milk')
('1603', 'frozen meals')
('1603', 'chicken')
('1892', 'oil')
('1943', 'tropical fruit')
('1943', 'potato products')
('2266', 'candy')
('2816', 'chicken')
('3117', 'yogurt')
('3164', 'butter')
('3164', 'brown bread')
('3164', 'whole milk')
('3211', 'bathroom cleaner')
('3211', 'whole milk')
('3827', 'hamburger meat')
('3827', 'margarine')
('3827', 'tropical fruit')
('3859', 'canned beer')
('3859', 'nuts/prunes')
('4092', 'tropical fruit')
('4092', 'butter')
('4274', 'frankfurter')
('4293', 'napkins')
('4301', 'whipped/sour cream')
('4381', 'bathroom cleaner')
('4381', 'other vegetables')
('4632', 'frankfurter')
('1043', 'citrus fruit')
('1043', 'rolls/buns')
('1214', 'meat')
('1214', 'chicken')
('1214', 'yogurt')
('1214', 'pip fruit')
('1319', 'rice')
('1427', 'chicken')
('1427', 'frozen meals')
('1878', 'sausage')
('1968', 'zwieback')
('3337', 'yogurt')
('4015', 'curd')
('4068', 'frankfurter')
('4068', 'yogurt')
('4556', 'canned beer')
('4981', 'frankfurter')
('4981', 'frozen vegetables')
('1003', 'sausage')
('1617', 'rolls/buns')
('1844', 'grapes')
('1874', 'frankfurter')
('1991', 'specialty bar')
('2069', 'pork')
('2069', 'specialty chocolate')
('2170', 'bottled beer')
('2170', 'citrus fruit')
('2170', 'frozen potato products')
('2170', 'sugar')
('2170', 'sauces')
('2192', 'frankfurter')
('2404', 'yogurt')
('2997', 'fish')
('3061', 'rolls/buns')
('3669', 'white bread')
('3786', 'light bulbs')
('3786', 'baking powder')
('3939', 'curd')
('3939', 'ketchup')
('3954', 'canned beer')
('4165', 'domestic eggs')
('4387', 'baking powder')
('4697', 'hamburger meat')
('1336', 'coffee')
('1374', 'whole milk')
('1508', 'pip fruit')
('1659', 'tropical fruit')
('1903', 'canned beer')
('1903', 'tropical fruit')
('2406', 'rolls/buns')
('2407', 'citrus fruit')
('3544', 'hard cheese')
('3635', 'other vegetables')
('3635', 'rolls/buns')
('4833', 'dog food')
('1038', 'specialty chocolate')
('1324', 'specialty chocolate')
('1357', 'soda')
('2074', 'waffles')
('2074', 'dish cleaner')
('2233', 'whole milk')
('2233', 'bottled beer')
('2291', 'grapes')
('2291', 'canned fish')
('2719', 'other vegetables')
('2809', 'pork')
('2809', 'domestic eggs')
('2877', 'pip fruit')
('2877', 'waffles')
('3154', 'root vegetables')
('3294', 'dessert')
('3294', 'onions')
('4252', 'turkey')
('4252', 'frozen potato products')
('4252', 'butter')
('4636', 'ham')
('4636', 'tropical fruit')
('4636', 'misc. beverages')
('4636', 'photo/film')
('4636', 'frozen fish')
('4717', 'brown bread')
('4717', 'shopping bags')
('1349', 'canned beer')
('1349', 'shopping bags')
('1373', 'brown bread')
('1373', 'canned beer')
('1841', 'pip fruit')
('1996', 'flower (seeds)')
('2102', 'vinegar')
('2319', 'whole milk')
('2337', 'waffles')
('3343', 'frankfurter')
('3469', 'yogurt')
('3469', 'curd cheese')
('3469', 'frozen meals')
('3469', 'mustard')
('3469', 'white wine')
('3553', 'other vegetables')
('3920', 'beverages')
('3920', 'napkins')
('4004', 'sausage')
('4004', 'pastry')
('4191', 'pork')
('4191', 'long life bakery product')
('4859', 'beef')
('4859', 'soda')
('1175', 'white wine')
('2494', 'yogurt')
('3232', 'ice cream')
('3337', 'chewing gum')
('3337', 'coffee')
('3434', 'butter')
('3434', 'rolls/buns')
('3434', 'shopping bags')
('3434', 'soda')
('3475', 'bottled beer')
('3475', 'brown bread')
('3475', 'misc. beverages')
('3592', 'sausage')
('3973', 'rolls/buns')
('3973', 'cat food')
('4335', 'sausage')
('4335', 'napkins')
('4442', 'other vegetables')
('4442', 'whole milk')
('4442', 'specialty bar')
('4796', 'frankfurter')
('4954', 'beverages')
('1114', 'misc. beverages')
('1114', 'UHT-milk')
('1135', 'sausage')
('1135', 'dessert')
('1286', 'meat')
('1286', 'coffee')
('1324', 'bottled water')
('1324', 'white wine')
('1534', 'dessert')
('1584', 'yogurt')
('1584', 'long life bakery product')
('1584', 'onions')
('1584', 'hygiene articles')
('1929', 'bottled water')
('1929', 'finished products')
('2195', 'canned fish')
('2586', 'UHT-milk')
('2586', 'tropical fruit')
('2633', 'hard cheese')
('2633', 'white wine')
('3041', 'other vegetables')
('3041', 'organic products')
('3637', 'sausage')
('3637', 'butter milk')
('3637', 'salty snack')
('3637', 'dessert')
('3637', 'specialty chocolate')
('3829', 'soda')
('3830', 'soda')
('3908', 'sausage')
('3908', 'pot plants')
('4487', 'sausage')
('4487', 'tea')
('4589', 'white bread')
('4589', 'frozen vegetables')
('4660', 'dishes')
('4660', 'root vegetables')
('4740', 'other vegetables')
('4740', 'margarine')
('1024', 'fish')
('1024', 'root vegetables')
('1024', 'tropical fruit')
('1024', 'other vegetables')
('2278', 'coffee')
('2721', 'cream cheese ')
('2721', 'root vegetables')
('3050', 'chocolate')
('3050', 'roll products ')
('3097', 'berries')
('4032', 'other vegetables')
('4220', 'detergent')
('4220', 'bottled water')
('4895', 'canned beer')
('4895', 'cereals')
('1279', 'whole milk')
('1279', 'citrus fruit')
('1857', 'chocolate')
('2063', 'newspapers')
('2063', 'soups')
('2290', 'pip fruit')
('2524', 'citrus fruit')
('2524', 'beef')
('2524', 'whipped/sour cream')
('2524', 'dishes')
('2524', 'bottled beer')
('2663', 'chicken')
('2663', 'pastry')
('2675', 'margarine')
('2716', 'zwieback')
('3254', 'frankfurter')
('3456', 'whipped/sour cream')
('3593', 'pork')
('3896', 'sausage')
('3896', 'dessert')
('4074', 'flour')
('4331', 'sugar')
('4567', 'tropical fruit')
('4567', 'rolls/buns')
('1497', 'margarine')
('1639', 'frankfurter')
('1639', 'mustard')
('1782', 'pork')
('2200', 'soft cheese')
('2200', 'pork')
('2200', 'white bread')
('2200', 'fruit/vegetable juice')
('2340', 'pip fruit')
('2466', 'citrus fruit')
('2742', 'misc. beverages')
('2752', 'sausage')
('2752', 'berries')
('2950', 'roll products ')
('3015', 'sausage')
('3015', 'white bread')
('3015', 'coffee')
('3449', 'white bread')
('3484', 'sausage')
('4138', 'whole milk')
('4138', 'other vegetables')
('4336', 'sausage')
('4336', 'pot plants')
('4573', 'margarine')
('4953', 'tropical fruit')
('4953', 'mayonnaise')
('4953', 'other vegetables')
('4953', 'roll products ')
('1051', 'fish')
('1051', 'tropical fruit')
('1051', 'red/blush wine')
('1051', 'cream cheese ')
('1608', 'frozen vegetables')
('1688', 'finished products')
('2191', 'specialty cheese')
('2191', 'misc. beverages')
('2299', 'newspapers')
('2454', 'frankfurter')
('2454', 'domestic eggs')
('2454', 'fruit/vegetable juice')
('2475', 'beverages')
('2475', 'domestic eggs')
('2475', 'butter milk')
('2492', 'whole milk')
('2535', 'whole milk')
('2535', 'other vegetables')
('2535', 'root vegetables')
('2730', 'newspapers')
('2838', 'rolls/buns')
('3507', 'whole milk')
('3507', 'soda')
('3694', 'chicken')
('3764', 'ice cream')
('3764', 'dog food')
('4334', 'berries')
('4474', 'pastry')
('4679', 'tropical fruit')
('1199', 'bottled water')
('1199', 'salty snack')
('2869', 'beef')
('2869', 'tropical fruit')
('2869', 'root vegetables')
('3048', 'liquor (appetizer)')
('3634', 'citrus fruit')
('4474', 'detergent')
('4575', 'ice cream')
('4575', 'other vegetables')
('1020', 'spices')
('1020', 'rolls/buns')
('1020', 'frozen fish')
('1588', 'jam')
('1599', 'soda')
('1780', 'canned fish')
('3122', 'pip fruit')
('3122', 'dessert')
('3206', 'frankfurter')
('3748', 'packaged fruit/vegetables')
('4236', 'tropical fruit')
('4236', 'canned beer')
('4528', 'whole milk')
('4695', 'brandy')
('4695', 'canned fish')
('4722', 'other vegetables')
('1076', 'ham')
('1076', 'whole milk')
('1177', 'rolls/buns')
('1177', 'canned beer')
('1177', 'brown bread')
('1231', 'sausage')
('1363', 'margarine')
('1363', 'canned vegetables')
('1444', 'hygiene articles')
('1812', 'hamburger meat')
('1812', 'margarine')
('1976', 'bottled water')
('2537', 'curd')
('2988', 'yogurt')
('3220', 'citrus fruit')
('3220', 'misc. beverages')
('3351', 'margarine')
('3351', 'other vegetables')
('3681', 'soft cheese')
('3831', 'domestic eggs')
('3842', 'white bread')
('4201', 'tropical fruit')
('4201', 'house keeping products')
('4284', 'pip fruit')
('4284', 'sausage')
('4284', 'coffee')
('4284', 'pastry')
('4325', 'beef')
('4656', 'frankfurter')
('4656', 'grapes')
('4848', 'canned beer')
('4939', 'citrus fruit')
('4939', 'other vegetables')
('4998', 'rolls/buns')
('4998', 'curd')
('1031', 'berries')
('1127', 'pastry')
('1565', 'whole milk')
('1565', 'other vegetables')
('1565', 'tidbits')
('1881', 'beverages')
('1980', 'brown bread')
('1987', 'pork')
('1987', 'napkins')
('1987', 'domestic eggs')
('2250', 'whole milk')
('2404', 'pip fruit')
('2447', 'frankfurter')
('3075', 'other vegetables')
('3075', 'semi-finished bread')
('3111', 'whole milk')
('3182', 'zwieback')
('3182', 'pastry')
('3802', 'citrus fruit')
('3802', 'whipped/sour cream')
('3885', 'canned beer')
('4071', 'butter')
('4677', 'salt')
('1074', 'fruit/vegetable juice')
('1074', 'flower (seeds)')
('2078', 'tropical fruit')
('2658', 'canned beer')
('2658', 'semi-finished bread')
('2658', 'margarine')
('3651', 'newspapers')
('4024', 'pork')
('4041', 'white wine')
('4067', 'domestic eggs')
('4067', 'pastry')
('4262', 'rolls/buns')
('4424', 'pork')
('4424', 'hygiene articles')
('4531', 'bottled water')
('4531', 'onions')
('1158', 'rolls/buns')
('1158', 'other vegetables')
('1158', 'butter')
('1158', 'root vegetables')
('1545', 'whole milk')
('1545', 'semi-finished bread')
('1773', 'frankfurter')
('1878', 'onions')
('1937', 'canned beer')
('1937', 'whipped/sour cream')
('2206', 'ham')
('2206', 'rolls/buns')
('2231', 'frankfurter')
('2231', 'napkins')
('2535', 'canned beer')
('2779', 'root vegetables')
('2779', 'shopping bags')
('2779', 'other vegetables')
('2796', 'pork')
('3089', 'soda')
('3568', 'other vegetables')
('3843', 'ice cream')
('4425', 'whole milk')
('4552', 'whole milk')
('4552', 'root vegetables')
('1275', 'white bread')
('1275', 'specialty chocolate')
('1335', 'grapes')
('1335', 'yogurt')
('1335', 'spread cheese')
('1865', 'dessert')
('1865', 'yogurt')
('1905', 'onions')
('2241', 'ham')
('2785', 'pork')
('2940', 'rolls/buns')
('3355', 'brown bread')
('3692', 'processed cheese')
('1322', 'pork')
('1322', 'hygiene articles')
('1899', 'long life bakery product')
('1899', 'butter milk')
('1899', 'Instant food products')
('2091', 'pastry')
('2091', 'dish cleaner')
('2191', 'beef')
('2191', 'root vegetables')
('2433', 'bottled water')
('2433', 'onions')
('2433', 'grapes')
('2528', 'tropical fruit')
('2528', 'margarine')
('3014', 'sausage')
('3014', 'newspapers')
('3014', 'pastry')
('3025', 'white bread')
('3180', 'root vegetables')
('3180', 'bathroom cleaner')
('3180', 'canned beer')
('3882', 'frankfurter')
('3971', 'rolls/buns')
('4260', 'whipped/sour cream')
('4312', 'soda')
('4557', 'packaged fruit/vegetables')
('4662', 'other vegetables')
('4666', 'whipped/sour cream')
('4666', 'shopping bags')
('4927', 'curd')
('4927', 'whole milk')
('2002', 'rolls/buns')
('2002', 'root vegetables')
('2104', 'cream cheese ')
('2690', 'frankfurter')
('3050', 'other vegetables')
('3050', 'rolls/buns')
('3120', 'cling film/bags')
('3120', 'other vegetables')
('3803', 'other vegetables')
('4056', 'root vegetables')
('4081', 'whole milk')
('4081', 'rolls/buns')
('4389', 'detergent')
('4389', 'soft cheese')
('4437', 'beverages')
('4540', 'yogurt')
('4540', 'mustard')
('1054', 'photo/film')
('1054', 'other vegetables')
('1614', 'specialty cheese')
('1902', 'pork')
('1902', 'yogurt')
('2169', 'whole milk')
('2524', 'herbs')
('2524', 'candy')
('2551', 'citrus fruit')
('2551', 'beef')
('2610', 'meat')
('2610', 'pastry')
('2663', 'sausage')
('3178', 'other vegetables')
('3547', 'meat')
('3571', 'chicken')
('3571', 'yogurt')
('3653', 'whole milk')
('3960', 'pork')
('1021', 'liquor')
('1021', 'curd')
('1021', 'tropical fruit')
('1454', 'beef')
('1454', 'flour')
('1789', 'yogurt')
('1951', 'herbs')
('1951', 'rolls/buns')
('1991', 'nuts/prunes')
('2905', 'tropical fruit')
('2905', 'beef')
('2905', 'cream cheese ')
('3178', 'bottled beer')
('3178', 'sugar')
('3668', 'brandy')
('4952', 'canned beer')
('4952', 'soda')
('1072', 'frankfurter')
('1360', 'pork')
('1564', 'pasta')
('1950', 'sausage')
('1950', 'frozen vegetables')
('2017', 'UHT-milk')
('2525', 'chicken')
('3406', 'whole milk')
('3406', 'rolls/buns')
('3414', 'chewing gum')
('3443', 'coffee')
('3688', 'pork')
('3688', 'brandy')
('3688', 'sausage')
('3688', 'yogurt')
('3688', 'frozen dessert')
('3985', 'whole milk')
('3985', 'cling film/bags')
('3985', 'whipped/sour cream')
('4102', 'ham')
('4122', 'whole milk')
('4122', 'UHT-milk')
('4127', 'butter')
('4486', 'grapes')
('4543', 'rolls/buns')
('4605', 'frankfurter')
('1292', 'beverages')
('1292', 'pork')
('1767', 'pastry')
('1899', 'pastry')
('1973', 'specialty chocolate')
('2406', 'curd')
('2580', 'tropical fruit')
('2975', 'rolls/buns')
('2975', 'cream cheese ')
('3676', 'sausage')
('4455', 'curd')
('4614', 'whole milk')
('4779', 'whipped/sour cream')
('4779', 'other vegetables')
('4996', 'dessert')
('1044', 'root vegetables')
('1044', 'curd')
('1366', 'sausage')
('1366', 'frankfurter')
('1366', 'coffee')
('1366', 'pastry')
('1366', 'bottled water')
('2191', 'whole milk')
('2229', 'other vegetables')
('2229', 'soda')
('2229', 'shopping bags')
('2229', 'processed cheese')
('2235', 'soda')
('2235', 'ham')
('2363', 'hamburger meat')
('2363', 'whole milk')
('2413', 'tropical fruit')
('2577', 'dessert')
('2870', 'beef')
('3266', 'sausage')
('3266', 'frankfurter')
('3266', 'coffee')
('3266', 'chewing gum')
('3266', 'pastry')
('3281', 'beef')
('3281', 'root vegetables')
('3365', 'domestic eggs')
('3907', 'frankfurter')
('3907', 'newspapers')
('3907', 'spread cheese')
('4186', 'whipped/sour cream')
('4186', 'whole milk')
('4332', 'bottled beer')
('4698', 'newspapers')
('1293', 'specialty cheese')
('1856', 'root vegetables')
('1856', 'tropical fruit')
('1997', 'pip fruit')
('1997', 'beverages')
('2273', 'sausage')
('2586', 'cling film/bags')
('2586', 'whipped/sour cream')
('3084', 'canned beer')
('3275', 'napkins')
('3438', 'pork')
('3438', 'dessert')
('3491', 'female sanitary products')
('3709', 'root vegetables')
('3709', 'citrus fruit')
('3709', 'other vegetables')
('3807', 'seasonal products')
('3807', 'canned beer')
('3890', 'white bread')
('3890', 'canned fish')
('4197', 'beef')
('4197', 'pet care')
('4292', 'frankfurter')
('4292', 'yogurt')
('4295', 'whole milk')
('4295', 'butter')
('4295', 'chocolate')
('4319', 'hard cheese')
('4337', 'tropical fruit')
('4875', 'whole milk')
('4909', 'domestic eggs')
('4909', 'bottled water')
('1052', 'pork')
('1052', 'soft cheese')
('1052', 'detergent')
('1065', 'beef')
('1104', 'whole milk')
('1190', 'sparkling wine')
('1231', 'pork')
('1231', 'sliced cheese')
('1430', 'beef')
('1505', 'frankfurter')
('1967', 'sausage')
('1967', 'grapes')
('2421', 'sausage')
('2421', 'frozen vegetables')
('2431', 'rolls/buns')
('2431', 'cereals')
('2460', 'rolls/buns')
('3694', 'frozen meals')
('3775', 'root vegetables')
('3958', 'curd')
('3958', 'brown bread')
('4297', 'citrus fruit')
('4297', 'specialty bar')
('4321', 'salty snack')
('4321', 'chicken')
('4806', 'tropical fruit')
('1078', 'curd')
('1078', 'rolls/buns')
('1498', 'whole milk')
('1779', 'white bread')
('2109', 'sausage')
('2483', 'citrus fruit')
('2483', 'liquor (appetizer)')
('2774', 'yogurt')
('2774', 'dessert')
('3483', 'pip fruit')
('4187', 'berries')
('4187', 'dessert')
('4240', 'pet care')
('4744', 'onions')
('4763', 'hard cheese')
('4835', 'pip fruit')
('1136', 'beef')
('3410', 'ham')
('3410', 'curd')
('3924', 'semi-finished bread')
('3924', 'curd')
('4493', 'frankfurter')
('4499', 'root vegetables')
('4572', 'sausage')
('4572', 'pastry')
('4572', 'coffee')
('4579', 'dessert')
('4988', 'rolls/buns')
('1341', 'frankfurter')
('1341', 'berries')
('1656', 'specialty cheese')
('1700', 'other vegetables')
('1910', 'yogurt')
('1939', 'root vegetables')
('2260', 'mayonnaise')
('2639', 'sausage')
('3952', 'sausage')
('1502', 'other vegetables')
('1787', 'chocolate')
('1787', 'other vegetables')
('1787', 'whole milk')
('2089', 'hard cheese')
('2439', 'brown bread')
('2627', 'rolls/buns')
('2627', 'other vegetables')
('2827', 'domestic eggs')
('2827', 'newspapers')
('2839', 'whole milk')
('2839', 'candy')
('4322', 'brown bread')
('4322', 'chocolate')
