('Member_number', 'itemDescription')
('3368', 'frankfurter')
('3368', 'domestic eggs')
('3534', 'beef')
('3749', 'tropical fruit')
('3749', 'whole milk')
('3772', 'yogurt')
('3855', 'tropical fruit')
('3855', 'citrus fruit')
('3855', 'chocolate')
('3940', 'root vegetables')
('4539', 'whole milk')
('4632', 'whole milk')
('4733', 'soda')
('4733', 'other vegetables')
('1112', 'dish cleaner')
('1112', 'newspapers')
('1237', 'white bread')
('1380', 'long life bakery product')
('2087', 'pastry')
('2359', 'chocolate')
('2782', 'cream cheese ')
('2782', 'tropical fruit')
('2782', 'soda')
('2782', 'specialty bar')
('3054', 'white wine')
('3069', 'whole milk')
('3069', 'tropical fruit')
('3236', 'finished products')
('3399', 'other vegetables')
('3621', 'root vegetables')
('3980', 'yogurt')
('3980', 'pastry')
('4148', 'newspapers')
('4537', 'sausage')
('4537', 'grapes')
('4546', 'pip fruit')
('4677', 'detergent')
('4789', 'liquor')
('4789', 'specialty cheese')
('1737', 'pastry')
('1737', 'newspapers')
('1737', 'domestic eggs')
('1787', 'frozen meals')
('1894', 'curd')
('2696', 'curd')
('2696', 'margarine')
('2787', 'specialty bar')
('2978', 'sausage')
('2978', 'meat')
('2978', 'beverages')
('2978', 'frozen dessert')
('3293', 'sausage')
('3463', 'shopping bags')
('4037', 'frozen dessert')
('4037', 'canned fish')
('4061', 'berries')
('4119', 'onions')
('4187', 'dog food')
('4710', 'root vegetables')
('1707', 'whipped/sour cream')
('1805', 'pork')
('2184', 'misc. beverages')
('2270', 'pastry')
('2270', 'berries')
('2270', 'long life bakery product')
('2270', 'yogurt')
('2270', 'coffee')
('2782', 'rolls/buns')
('2782', 'other vegetables')
('3028', 'sausage')
('3028', 'long life bakery product')
('3572', 'specialty chocolate')
('3997', 'pork')
('4214', 'chewing gum')
('4825', 'tropical fruit')
('4825', 'whipped/sour cream')
('4841', 'fruit/vegetable juice')
('1053', 'hamburger meat')
('1148', 'tropical fruit')
('1837', 'rolls/buns')
('1837', 'citrus fruit')
('1837', 'roll products ')
('1882', 'root vegetables')
('2128', 'chicken')
('2210', 'pork')
('2210', 'fruit/vegetable juice')
('2487', 'ice cream')
('2487', 'other vegetables')
('3490', 'beverages')
('3572', 'pork')
('3695', 'sliced cheese')
('1047', 'sweet spreads')
('1047', 'butter')
('1327', 'curd')
('1384', 'pip fruit')
('1384', 'specialty chocolate')
('1633', 'condensed milk')
('1633', 'pork')
('1633', 'pastry')
('1761', 'rolls/buns')
('1761', 'cream cheese ')
('1983', 'sausage')
('1983', 'pastry')
('2979', 'rum')
('3120', 'meat')
('3241', 'root vegetables')
('3241', 'rolls/buns')
('3289', 'root vegetables')
('3289', 'candy')
('4277', 'root vegetables')
('4503', 'bottled water')
('1079', 'rolls/buns')
('1724', 'pip fruit')
('1724', 'berries')
('1870', 'hamburger meat')
('1979', 'pork')
('1979', 'frozen vegetables')
('1989', 'soda')
('2501', 'whole milk')
('2855', 'other vegetables')
('2874', 'pip fruit')
('3983', 'berries')
('3983', 'long life bakery product')
('3983', 'napkins')
('3983', 'white bread')
('4124', 'frankfurter')
('4124', 'mustard')
('4695', 'canned beer')
('1092', 'frankfurter')
('1170', 'citrus fruit')
('1468', 'canned beer')
('1468', 'other vegetables')
('1839', 'whipped/sour cream')
('1931', 'beef')
('2019', 'salty snack')
('2019', 'white bread')
('2019', 'candles')
('2196', 'house keeping products')
('2306', 'rolls/buns')
('2380', 'hamburger meat')
('2380', 'cookware')
('2691', 'beef')
('2691', 'tropical fruit')
('2692', 'white wine')
('2692', 'butter milk')
('2835', 'onions')
('2835', 'yogurt')
('2835', 'newspapers')
('1056', 'whipped/sour cream')
('1056', 'meat spreads')
('1088', 'whole milk')
('1326', 'ice cream')
('1326', 'beef')
('1326', 'canned beer')
('1515', 'hamburger meat')
('1654', 'beef')
('1654', 'citrus fruit')
('1654', 'root vegetables')
('1717', 'chicken')
('1887', 'soda')
('1887', 'root vegetables')
('2738', 'frankfurter')
('2738', 'frozen dessert')
('2899', 'fruit/vegetable juice')
('2899', 'pot plants')
('2992', 'pip fruit')
('2992', 'bottled water')
('3251', 'salt')
('3520', 'ketchup')
('3653', 'frankfurter')
('3746', 'tropical fruit')
('3746', 'whipped/sour cream')
('4398', 'other vegetables')
('4398', 'salt')
('4441', 'hygiene articles')
('4441', 'softener')
('4486', 'citrus fruit')
('4486', 'ham')
('4486', 'tropical fruit')
('4486', 'other vegetables')
('4486', 'whole milk')
('4550', 'root vegetables')
('4779', 'sausage')
('4779', 'chewing gum')
('1011', 'whole milk')
('1011', 'herbs')
('1011', 'other vegetables')
('1278', 'frozen vegetables')
('1278', 'bottled water')
('1677', 'tropical fruit')
('1677', 'prosecco')
('3265', 'packaged fruit/vegetables')
('3265', 'domestic eggs')
('3323', 'beef')
('3927', 'rolls/buns')
('4242', 'coffee')
('4746', 'frozen vegetables')
('4746', 'yogurt')
('4835', 'whole milk')
('4835', 'soda')
('1056', 'other vegetables')
('1156', 'berries')
('1763', 'coffee')
('1763', 'hard cheese')
('1763', 'domestic eggs')
('1782', 'tropical fruit')
('2235', 'pip fruit')
('2711', 'frozen vegetables')
('2711', 'chewing gum')
('2934', 'bottled beer')
('2934', 'UHT-milk')
('3292', 'beef')
('3406', 'pork')
('3455', 'pastry')
('3529', 'canned beer')
('3917', 'shopping bags')
('4249', 'berries')
('4267', 'whipped/sour cream')
('4536', 'hamburger meat')
('4785', 'canned beer')
('4841', 'chicken')
('4861', 'pudding powder')
('4875', 'grapes')
('4875', 'frankfurter')
('4875', 'frozen vegetables')
('1678', 'pork')
('1678', 'frozen dessert')
('2618', 'bottled beer')
('2618', 'tropical fruit')
('2687', 'root vegetables')
('2750', 'pork')
('2750', 'onions')
('3027', 'baking powder')
('3364', 'beverages')
('3460', 'other vegetables')
('4187', 'sugar')
('4281', 'soda')
('4281', 'canned beer')
('4675', 'citrus fruit')
('4675', 'other vegetables')
('4686', 'tropical fruit')
('4947', 'chewing gum')
('4947', 'yogurt')
('4947', 'long life bakery product')
('1347', 'frankfurter')
('1347', 'pastry')
('1347', 'bottled water')
('1528', 'chicken')
('2243', 'grapes')
('3027', 'sausage')
('3041', 'sausage')
('3041', 'pip fruit')
('3041', 'hard cheese')
('3041', 'frozen vegetables')
('3180', 'baking powder')
('3779', 'frankfurter')
('3779', 'berries')
('4521', 'frozen potato products')
('1322', 'curd')
('1341', 'other vegetables')
('1941', 'napkins')
('1941', 'pot plants')
('2459', 'soda')
('2459', 'other vegetables')
('2459', 'bottled beer')
('2459', 'margarine')
('2794', 'liquor')
('2851', 'napkins')
('3774', 'salty snack')
('3835', 'whole milk')
('3980', 'cake bar')
('3980', 'canned fish')
('4387', 'rolls/buns')
('4906', 'tropical fruit')
('4906', 'shopping bags')
('4953', 'chicken')
('1151', 'berries')
('1151', 'pip fruit')
('1151', 'pastry')
('1754', 'citrus fruit')
('1754', 'other vegetables')
('1834', 'frankfurter')
('1834', 'frozen vegetables')
('2053', 'cereals')
('2053', 'cream cheese ')
('2053', 'other vegetables')
('2346', 'chicken')
('2346', 'coffee')
('3844', 'whole milk')
('3877', 'pip fruit')
('3877', 'detergent')
('3963', 'whole milk')
('4064', 'butter milk')
('4576', 'newspapers')
('4711', 'frankfurter')
('4711', 'napkins')
('4853', 'yogurt')
('4853', 'pip fruit')
('4853', 'frozen vegetables')
('1062', 'yogurt')
('1130', 'root vegetables')
('1456', 'root vegetables')
('1456', 'rolls/buns')
('1456', 'seasonal products')
('1708', 'spread cheese')
('1708', 'berries')
('1708', 'long life bakery product')
('1971', 'curd')
('2434', 'coffee')
('2814', 'berries')
('3036', 'yogurt')
('3652', 'other vegetables')
('3652', 'whole milk')
('3962', 'tropical fruit')
('3962', 'hamburger meat')
('3962', 'whipped/sour cream')
('4756', 'frozen fish')
('4915', 'berries')
('4915', 'domestic eggs')
('1355', 'processed cheese')
('1472', 'bottled water')
('1472', 'waffles')
('1636', 'rolls/buns')
('1636', 'bottled beer')
('1873', 'sausage')
('2100', 'dishes')
('2100', 'tropical fruit')
('2184', 'bottled beer')
('2300', 'other vegetables')
('2300', 'flour')
('2379', 'soda')
('2379', 'other vegetables')
('2739', 'specialty bar')
('2837', 'rolls/buns')
('2837', 'citrus fruit')
('2872', 'tropical fruit')
('2872', 'shopping bags')
('2872', 'other vegetables')
('2876', 'chewing gum')
('2957', 'sausage')
('2957', 'candles')
('2957', 'chewing gum')
('2957', 'artif. sweetener')
('3558', 'frankfurter')
('3558', 'pip fruit')
('3558', 'salty snack')
('3845', 'other vegetables')
('4071', 'sausage')
('4737', 'root vegetables')
('4780', 'condensed milk')
('4871', 'shopping bags')
('4871', 'whole milk')
('1512', 'chicken')
('1512', 'domestic eggs')
('2169', 'meat')
('2240', 'pip fruit')
('2269', 'rolls/buns')
('2291', 'ham')
('2291', 'roll products ')
('2291', 'brown bread')
('2480', 'frankfurter')
('2604', 'tropical fruit')
('2664', 'sausage')
('3012', 'pork')
('3593', 'whole milk')
('3643', 'frankfurter')
('3643', 'sliced cheese')
('3643', 'frozen vegetables')
('3962', 'sauces')
('4079', 'pork')
('4403', 'frankfurter')
('4769', 'sausage')
('4769', 'grapes')
('4819', 'sausage')
('4819', 'bottled water')
('1515', 'cat food')
('1793', 'long life bakery product')
('2053', 'citrus fruit')
('2703', 'ham')
('3679', 'pot plants')
('3679', 'newspapers')
('3960', 'whole milk')
('3960', 'specialty bar')
('4434', 'mayonnaise')
('4440', 'rolls/buns')
('4750', 'hard cheese')
('1132', 'soda')
('1283', 'root vegetables')
('2005', 'jam')
('2062', 'shopping bags')
('2459', 'whole milk')
('2459', 'canned beer')
('2459', 'cat food')
('2654', 'rolls/buns')
('2928', 'frankfurter')
('2928', 'frozen meals')
('3017', 'hamburger meat')
('3067', 'candy')
('3067', 'margarine')
('3484', 'cream cheese ')
('3496', 'soda')
('3504', 'whipped/sour cream')
('1009', 'pastry')
('1486', 'beef')
('1756', 'ice cream')
('1811', 'yogurt')
('2287', 'yogurt')
('2294', 'rolls/buns')
('2357', 'waffles')
('2469', 'frozen vegetables')
('2632', 'canned vegetables')
('2716', 'ice cream')
('3522', 'beef')
('3522', 'whole milk')
('3522', 'other vegetables')
('3522', 'whipped/sour cream')
('3583', 'sausage')
('3665', 'bottled water')
('3665', 'butter milk')
('3665', 'zwieback')
('4102', 'frankfurter')
('4102', 'frozen dessert')
('4687', 'other vegetables')
('4923', 'butter milk')
('4923', 'soups')
('4967', 'frankfurter')
('4967', 'napkins')
('1222', 'condensed milk')
('1222', 'onions')
('1245', 'other vegetables')
('1425', 'other vegetables')
('1900', 'hamburger meat')
('2109', 'sugar')
('2109', 'salt')
('2119', 'other vegetables')
('2119', 'soda')
('2119', 'whipped/sour cream')
('3463', 'tropical fruit')
('3497', 'pip fruit')
('3537', 'brown bread')
('3537', 'curd')
('3581', 'white bread')
('3581', 'baking powder')
('3688', 'whole milk')
('3688', 'tropical fruit')
('3688', 'rolls/buns')
('3688', 'soap')
('4155', 'sausage')
('4155', 'pork')
('4161', 'whole milk')
('4359', 'dessert')
('4359', 'berries')
('4359', 'newspapers')
('4359', 'onions')
('4954', 'soda')
('1097', 'frankfurter')
('1097', 'bottled water')
('1699', 'margarine')
('1699', 'sweet spreads')
('1882', 'fish')
('1882', 'chocolate')
('1910', 'tropical fruit')
('2210', 'domestic eggs')
('2265', 'waffles')
('2265', 'domestic eggs')
('2265', 'dish cleaner')
('2592', 'bottled beer')
('3151', 'bottled water')
('3151', 'dessert')
('3679', 'onions')
('3679', 'domestic eggs')
('4235', 'bottled water')
('4288', 'ham')
('4336', 'prosecco')
('4432', 'canned beer')
('4640', 'root vegetables')
('4741', 'other vegetables')
('1200', 'candy')
('1200', 'rolls/buns')
('1318', 'specialty bar')
('1318', 'flour')
('1759', 'pork')
('1759', 'oil')
('1784', 'bottled water')
('1975', 'root vegetables')
('2044', 'domestic eggs')
('2134', 'beef')
('2134', 'liquor (appetizer)')
('2941', 'yogurt')
('2996', 'frankfurter')
('2996', 'hygiene articles')
('3658', 'pip fruit')
('3658', 'yogurt')
('3658', 'salty snack')
('3761', 'cat food')
('3761', 'bottled beer')
('3761', 'brown bread')
('3761', 'margarine')
('3761', 'rolls/buns')
('3928', 'whole milk')
('1098', 'frozen vegetables')
('1098', 'bottled water')
('1539', 'whipped/sour cream')
('1539', 'rolls/buns')
('1799', 'shopping bags')
('1799', 'whole milk')
('1864', 'finished products')
('2204', 'soda')
('2204', 'liquor (appetizer)')
('2420', 'frozen potato products')
('2631', 'sausage')
('3090', 'canned beer')
('3772', 'meat')
('3772', 'cake bar')
('4764', 'soda')
('1195', 'whole milk')
('1744', 'bottled beer')
('1832', 'pork')
('1832', 'candles')
('2140', 'root vegetables')
('2202', 'frozen meals')
('2305', 'coffee')
('2305', 'mustard')
('2460', 'grapes')
('2565', 'frozen dessert')
('2590', 'whole milk')
('2590', 'hamburger meat')
('2741', 'bottled beer')
('2969', 'frozen meals')
('3017', 'curd')
('3017', 'tropical fruit')
('3401', 'sausage')
('3755', 'beef')
('4509', 'sliced cheese')
('4525', 'light bulbs')
('4585', 'sausage')
('4585', 'pork')
('4585', 'butter milk')
('1265', 'shopping bags')
('1265', 'tropical fruit')
('1265', 'red/blush wine')
('1302', 'fruit/vegetable juice')
('1382', 'coffee')
('1382', 'packaged fruit/vegetables')
('1918', 'butter milk')
('2095', 'other vegetables')
('2435', 'beef')
('2510', 'bottled water')
('2510', 'frozen vegetables')
('2794', 'bottled beer')
('2794', 'photo/film')
('2794', 'margarine')
('2794', 'whipped/sour cream')
('3044', 'frozen meals')
('3202', 'ham')
('3202', 'tropical fruit')
('3527', 'pip fruit')
('3527', 'frozen vegetables')
('3545', 'butter')
('3545', 'cereals')
('3560', 'bottled water')
('3560', 'coffee')
('3657', 'grapes')
('4085', 'canned beer')
('4095', 'beef')
('4095', 'ham')
('4326', 'pork')
('4745', 'canned fish')
('4766', 'whole milk')
('4766', 'canned beer')
('4766', 'rolls/buns')
('1016', 'rolls/buns')
('1016', 'mayonnaise')
('1017', 'dessert')
('1269', 'softener')
('1603', 'whipped/sour cream')
('1603', 'bottled beer')
('1892', 'margarine')
('2071', 'whole milk')
('2071', 'canned beer')
('2193', 'citrus fruit')
('2266', 'grapes')
('2266', 'yogurt')
('2266', 'butter milk')
('2266', 'soft cheese')
('2270', 'fruit/vegetable juice')
('2727', 'frankfurter')
('2727', 'frozen meals')
('2816', 'root vegetables')
('3117', 'citrus fruit')
('3117', 'other vegetables')
('3164', 'hygiene articles')
('3345', 'soda')
('3345', 'whole milk')
('3556', 'hamburger meat')
('3556', 'root vegetables')
('3556', 'seasonal products')
('3556', 'shopping bags')
('3827', 'sausage')
('3827', 'pickled vegetables')
('4092', 'sausage')
('4274', 'processed cheese')
('4293', 'misc. beverages')
('4632', 'canned beer')
('4906', 'soda')
('4906', 'citrus fruit')
('1319', 'misc. beverages')
('1319', 'soda')
('1427', 'soda')
('1878', 'candy')
('1909', 'sliced cheese')
('1909', 'salty snack')
('1968', 'tropical fruit')
('3337', 'bottled beer')
('3953', 'pork')
('3953', 'berries')
('4556', 'pip fruit')
('4883', 'berries')
('4883', 'newspapers')
('4981', 'margarine')
('4981', 'whole milk')
('4981', 'soda')
('4981', 'brown bread')
('1617', 'dessert')
('1786', 'canned beer')
('1786', 'citrus fruit')
('1844', 'root vegetables')
('1874', 'other vegetables')
('1991', 'pork')
('2136', 'bottled beer')
('2136', 'whole milk')
('2170', 'fruit/vegetable juice')
('2192', 'soda')
('2404', 'beef')
('2997', 'specialty chocolate')
('3004', 'whole milk')
('3004', 'liquor (appetizer)')
('3061', 'berries')
('3669', 'citrus fruit')
('3694', 'rolls/buns')
('3786', 'UHT-milk')
('3939', 'cake bar')
('3954', 'onions')
('4064', 'coffee')
('4387', 'root vegetables')
('4479', 'semi-finished bread')
('4479', 'margarine')
('4479', 'butter')
('4734', 'sausage')
('4734', 'pork')
('4734', 'yogurt')
('4734', 'napkins')
('4822', 'bottled water')
('5000', 'soda')
('5000', 'root vegetables')
('5000', 'semi-finished bread')
('1211', 'frankfurter')
('1211', 'yogurt')
('1336', 'pet care')
('1336', 'flour')
('1374', 'salty snack')
('1374', 'pip fruit')
('1508', 'bottled beer')
('1606', 'ham')
('1606', 'bottled beer')
('2406', 'meat')
('2406', 'pastry')
('2407', 'onions')
('2407', 'frozen vegetables')
('2407', 'coffee')
('2981', 'UHT-milk')
('3079', 'frankfurter')
('3584', 'curd')
('4566', 'canned beer')
('4566', 'butter')
('4833', 'onions')
('4833', 'pip fruit')
('1038', 'other vegetables')
('1324', 'whole milk')
('2074', 'citrus fruit')
('2074', 'canned beer')
('2074', 'chocolate')
('2101', 'onions')
('2492', 'frankfurter')
('2492', 'frozen vegetables')
('2781', 'bottled beer')
('2781', 'cream cheese ')
('2781', 'chocolate')
('2809', 'whole milk')
('2809', 'other vegetables')
('2877', 'tropical fruit')
('2877', 'root vegetables')
('3082', 'root vegetables')
('3154', 'napkins')
('3154', 'sliced cheese')
('4187', 'whole milk')
('4187', 'specialty cheese')
('4252', 'frozen dessert')
('4636', 'frankfurter')
('4717', 'yogurt')
('4937', 'chicken')
('4937', 'newspapers')
('1373', 'sausage')
('1373', 'yogurt')
('1373', 'butter milk')
('1373', 'frozen vegetables')
('1373', 'cake bar')
('1841', 'margarine')
('1996', 'canned beer')
